,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1826,Barbell side split squat,"The barbell side split squat is a variation of the split squat that targets the lower body, specifically the quads, and requires good hip mobility.",Strength,Quadriceps,Barbell,Intermediate,7.8,Average
1830,Barbell Squat To A Bench,"The barbell back squat to box takes a classic compound exercise for developing the lower body and adds the box element. Muscles worked include the quads, hips, glutes, and upper hamstrings.",Strength,Quadriceps,Barbell,Intermediate,7.4,Average
1832,Front Barbell Squat To A Bench,,Strength,Quadriceps,Barbell,Beginner,5.3,Average
1833,Barbell reverse lunge,"The barbell reverse lunge is a popular lower-body exercise targeting the quads, glutes, and hamstrings. Using a barbell allows you to overload the exercise beyond body weight and perform the movement in strength or muscle-focused rep ranges. The reverse lunge can be performed as part of a barbell complex, in a circuit, or on its own in the lower-body portion of any workout.",Strength,Quadriceps,Barbell,Intermediate,0,Average
1838,Squat Jerk,,Strength,Quadriceps,Barbell,Beginner,0,Average
1844,Barbell step-down reverse lunge,"The barbell step-down reverse lunge is an exercise targeting the lower body, particularly the glutes and hamstrings. The front foot is slightly elevated during this movement, making the subsequent step-down more pronounced and difficult. These are usually performed for time or for relatively high reps, such as 10 reps or more per set.",Strength,Quadriceps,Barbell,Intermediate,0,
1877,Kettlebell side squat,"The kettlebell side squat is a popular movement to build mobility and lateral strength in the hips. It can be performed for time or for reps, either on its own or as part of a kettlebell circuit, complex, or flow.",Strength,Quadriceps,Kettlebells,Intermediate,0,
1878,Kettlebell sumo squat,"The kettlebell sumo squat is a lower-body movement emphasizing the muscles of the hips, glutes, and quads. It shares attributes with both the kettlebell deadlift and the goblet squat, but is usually performed with a wider stance and the feet pointed more outward, similar to a sumo deadlift. Its unique stance helps the lifter keep an upright torso, as well as emphasize stretching the hips and adductor muscles.",Strength,Quadriceps,Kettlebells,Intermediate,0,Average
1915,Dumbbell Goblet Squat,"The goblet squat is a common exercise used in the early stages of learning to squat, or as a movement in general training programs for building size to the quads, glutes, and hamstrings.",Strength,Quadriceps,Dumbbell,Intermediate,8.9,Average
1917,Dumbbell Lunges,"The dumbbell split squat is a popular lower-body exercise to build strength and muscle one leg at a time. It can be used to teach proper lunge form, but is also valuable on its own when trained in traditional strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Quadriceps,Dumbbell,Intermediate,8.8,Average
1918,Dumbbell reverse lunge,"The dumbbell reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.",Strength,Quadriceps,Dumbbell,Intermediate,8.7,Average
1920,Dumbbell sumo squat,"The dumbbell sumo squat is a popular lower-body movement using a single dumbbell held in front of the legs. It is performed with a wider than shoulder-width stance, which increases the demand on the glutes, hamstrings, and adductors while still benefiting the quads, core, and upper body. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of the lower-body portion of a workout.",Strength,Quadriceps,Dumbbell,Intermediate,8.3,Average
1922,Dumbbell step-up,"The dumbbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,Dumbbell,Intermediate,8.2,Average
1923,Dumbbell Walking Lunge,"The dumbbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as core muscles.",Strength,Quadriceps,Dumbbell,Intermediate,7.3,Average
1925,Dumbbell thruster,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells are also a great option.",Strength,Quadriceps,Dumbbell,Intermediate,0,Average
1926,Dumbbell front squat,"The dumbbell front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding dumbbells in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the amount of weight you can use will be limited by what you can clean to the rack position, this movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.",Strength,Quadriceps,Dumbbell,Intermediate,0,
1930,Dumbbell Pistol Squat,,Strength,Quadriceps,Dumbbell,Beginner,0,
1932,Dumbbell Alternating Lunge,,Strength,Quadriceps,Dumbbell,Beginner,0,
1933,Dumbbell jump squat,"The dumbbell jump squat is a popular movement combining an explosive lower-body movement with extra upper-body loading in the form of dumbbells held in the hands. Done with heavier weights, it can be trained for low reps with a power focus. With light weights, it is often done for higher reps for fat-loss and conditioning.",Plyometrics,Quadriceps,Dumbbell,Intermediate,0,
1997,Tire flip,"The tire flip is an exercise that works the entire body, starting from a deadlift position and ending with a giant tire being flipped over. Each flip moves the tire farther in one direction until a set has been completed. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.",Strongman,Quadriceps,Other,Intermediate,9.4,Average
2000,Bicycling,,Cardio,Quadriceps,Other,Intermediate,8.9,Average
2003,Weighted sissy squat,"The weighted sissy squat is an exercise primarily targeting the quadriceps. In sissy squats, the knees travel over the toes, placing the quads under a fairly extreme stretch. They are usually performed for moderate to high reps as part of a lower-body training session.",Strength,Quadriceps,Other,Intermediate,8.4,Average
2004,Dumbbell step-up,"The dumbbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,Dumbbell,Intermediate,8.2,Average
2007,Weighted Squat,,Strength,Quadriceps,Other,Beginner,7.2,Average
2008,Bench skip,"The bench skip is an explosive lower-body exercise that involves alternating the position of the feet on top of a bench. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit.",Plyometrics,Quadriceps,Other,Intermediate,7,Average
2010,Sled Push,"The sled push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a sled along a turf or other flat surface either for time or distance. Depending on your type of equipment, you may be pushing handles or straps in front of the sled. It can be used as part of a dynamic warm-up or for power training, as a finisher, or as part of a conditioning workout or circuit.",Strongman,Quadriceps,Other,Intermediate,6.8,Average
2014,Sled Drag - Harness,,Strongman,Quadriceps,Other,Intermediate,0,Average
2029,Barbell Squat To A Box,,Strength,Quadriceps,Other,Beginner,0,
2066,Stair climber,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Quadriceps,Machine,Intermediate,9.1,Average
2067,Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Quadriceps,Machine,Intermediate,8.8,Average
2068,Elliptical trainer,"The elliptical trainer is a popular machine for cardiovascular training without the significant impact on your joints of running. On many machines, you can adjust the resistance level to make the movement more difficult for all four limbs. The elliptical is a mainstay in most commercial gyms, and can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",Cardio,Quadriceps,Machine,Intermediate,8.8,Average
2069,Narrow-stance leg press,"The narrow-stance leg press is a machine-based exercise that targets the muscles of the legs. It emphasizes the quads, particularly the muscles of the outer quads and hips. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training when it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,8.8,Average
2071,Stairmaster,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Quadriceps,Machine,Intermediate,8.8,Average
2073,Smith machine back squat,"The Smith machine back squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Quadriceps,Machine,Intermediate,8.7,Average
2074,Leg Extensions,The leg extension is an isolation exercise for the quads.,Strength,Quadriceps,Machine,Intermediate,8.5,Average
2075,Treadmill running,"Treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your running and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Machine,Intermediate,8.4,Average
2076,Stationary bike,"The stationary bike is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stationary bike also helps develop the lower body. Stationary bikes come in multiple variations, ranging from ones that resemble riding a bike, to recumbent bikes, to fan bikes that work both the arms and the legs. No matter the variation, a stationary bike can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Quadriceps,Machine,Intermediate,8.3,Average
2077,Treadmill jogging,"Treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your jogging and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Machine,Intermediate,8.3,Average
2078,Recumbent Bike,,Cardio,Quadriceps,Machine,Beginner,8.2,Average
2081,Seated Leg Press,"The seated leg press is a lower body exercise that targets the quads, adductors, glutes, and hamstrings.",Strength,Quadriceps,Machine,Intermediate,7.7,Average
2083,Leverage Deadlift,,Strength,Quadriceps,Machine,Beginner,0,
2118,Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",Cardio,Quadriceps,Body Only,Intermediate,9.2,Average
2121,Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Quadriceps,Body Only,Intermediate,8.8,Average
2122,Broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Plyometrics,Quadriceps,Body Only,Intermediate,8.8,Average
2123,Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Quadriceps,Body Only,Intermediate,8.8,Average
2124,Trail Running/Walking,,Cardio,Quadriceps,Body Only,Intermediate,8.7,Average
2125,Scissors Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Expert,8.5,Average
2128,Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Strength,Quadriceps,Body Only,Intermediate,8.3,Average
2130,Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Body Only,Intermediate,8.2,Average
2131,Rocket Jump,,Plyometrics,Quadriceps,Body Only,Beginner,8,Average
2133,Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Strength,Quadriceps,Body Only,Intermediate,8,Average
2134,Walking High Knees,,Cardio,Quadriceps,Body Only,Intermediate,7.8,Average
2136,Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,7.6,Average
2138,Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Plyometrics,Quadriceps,Body Only,Intermediate,7.5,Average
2140,Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Plyometrics,Quadriceps,Body Only,Intermediate,5.5,Average
2147,Looking At Ceiling,,Stretching,Quadriceps,Body Only,Intermediate,4.3,Average
2148,Rear Leg Raises,,Stretching,Quadriceps,Body Only,Beginner,3.4,Average
2159,Lateral Speed Step,,Cardio,Quadriceps,Body Only,Intermediate,0,
2170,Reverse Burpee,,Plyometrics,Quadriceps,Body Only,Beginner,0,
2171,Football Up-Down,,Cardio,Quadriceps,Body Only,Beginner,0,
2176,High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Cardio,Quadriceps,Body Only,Intermediate,0,Average
2177,Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Quadriceps,Body Only,Intermediate,0,
2419,Sit Squats,,Stretching,Quadriceps,None,Beginner,6.1,Average
2420,Frog Hops,,Stretching,Quadriceps,None,Beginner,3.9,Average
2427,Internal Rotation with Band,,Strength,Shoulders,Bands,Beginner,8.3,Average
2430,Lateral Raise - With Bands,,Strength,Shoulders,Bands,Beginner,7.9,Average
2431,Shoulder Press - With Bands,,Strength,Shoulders,Bands,Beginner,7.6,Average
2432,External Rotation with Band,,Strength,Shoulders,Bands,Beginner,0,
2454,Barbell Shoulder Press,"The seated barbell shoulder pressis a classic exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also play a significant roles in pressing the barbell overhead.",Strength,Shoulders,Barbell,Intermediate,8.7,Average
2455,Barbell rear delt bent-over row,"The barbell rear delt bent-over row is a movement used to target the shoulders as well as the upper-back muscles. It is performed with lighter weights than a traditional barbell bent-over row, and is usually performed for higher reps, such as 8-15 reps per set, as part of a back or upper-body workout.",Strength,Shoulders,Barbell,Intermediate,8.5,Average
2456,Barbell upright row,The barbell upright row is a barbell exercise that builds stronger and bigger traps. Many lifters combine this move with either their back or shoulder workout since it involves both body parts.,Strength,Shoulders,Barbell,Intermediate,8.3,Average
2496,Kettlebell Seated Press,,Strength,Shoulders,Kettlebells,Beginner,7,Average
2498,Kettlebell Arnold Press,,Strength,Shoulders,Kettlebells,Beginner,6.8,Average
2525,Dumbbell front raise to lateral raise,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Strength,Shoulders,Dumbbell,Intermediate,9.5,Average
2535,Alternating standing shoulder press,"The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Shoulders,Dumbbell,Intermediate,9,Average
2537,Alternating dumbbell front raise,"The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,9,Average
2538,Alternating Deltoid Raise,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,Strength,Shoulders,Dumbbell,Intermediate,9,Average
2540,Arnold press,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,8.9,Average
2542,Dumbbell front raise,"The dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,8.8,Average
2543,Bent-over dumbbell rear delt row,"The bent-over dumbbell rear delt row is a popular upper-body exercise that targets the muscles on the backside of the shoulder joint, specifically the medial and rear heads of the deltoid. Since pressing movements build the front and (to a lesser degree) side deltoid heads, this move is often done to promote balanced shoulder development. It is usually performed for high reps, such as 10-15 reps per set or more, as part of a shoulder or upper-body workout.",Strength,Shoulders,Dumbbell,Intermediate,8.7,Average
2545,Side Lateral Raise,"The dumbbell lateral raise is an upper body isolation exercise for building shoulder strength and muscle. It's a staple strength training move and is a great option for accessory work on upper body training days. This exercise particularly focuses on the lateral or medial head of the deltoid, making them appear wider and more developed.",Strength,Shoulders,Dumbbell,Intermediate,8.6,Average
2548,Seated rear delt fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,8.4,Average
2549,Dumbbell Raise,,Strength,Shoulders,Dumbbell,Beginner,8.4,Average
2551,Dumbbell Lying Rear Lateral Raise,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,8.3,Average
2559,Dumbbell Incline Shoulder Raise,,Strength,Shoulders,Dumbbell,Beginner,7.4,Average
2654,Car driver,"The car driver is a variation of the plate front raise exercise where the lifter holds a weight plate in front of them and twists it from side to side, similar to a steering wheel. It targets the muscles of the shoulders, the front or anterior deltoids in particular, but is also challenging to the core and upper-back muscles. It can provide variety in a shoulder-focused muscle-building workout or as part of an upper-body or full-body circuit.",Strength,Shoulders,Other,Intermediate,9,Average
2655,Arnold press,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,8.9,Average
2658,Seated rear delt fly,"The seated rear delt fly is an upper-body exercise that targets the real deltoid of the shoulder. By performing the movement seated, it eliminates momentum from the rest of the body. This movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,8.4,Average
2662,Bar shoulder extension stretch,The bar shoulder extension stretch is a technique to increase overhead mobility (known as shoulder flexion) and thoracic extension with the help of a bar or other stable object. It is often used as part of a warm-up before upper-body training.,Stretching,Shoulders,Other,Beginner,5.3,Average
2663,Chair Upper Body Stretch,,Stretching,Shoulders,Other,Beginner,4.1,Average
2684,Seated face pull,"The seated face pull is a cable exercise targeting the shoulder muscles, particularly the rear delts, and the muscles of the upper back. This can help build healthier shoulders and posture, and increase shoulder stability. It is usually performed for moderate to high reps as part of a dynamic warm-up for an upper-body workout or in the main part of a shoulder-focused workout.",Strength,Shoulders,Cable,Intermediate,8.5,Average
2693,Cable Seated Lateral Raise,,Strength,Shoulders,Cable,Intermediate,6.5,Average
2716,Reverse Machine Flyes,"The machine rear delt fly is an exercise targeting the rear head of the shoulder muscle or deltoids, as well as the muscles of the upper back. It's sort of the reverse of the machine chest fly, and is sometimes performed on the same machine, but facing the opposite direction. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Machine,Intermediate,8.2,Average
2727,Upward Stretch,,Stretching,Shoulders,Body Only,Intermediate,6.7,Average
2728,Shoulder Circles,,Stretching,Shoulders,Body Only,Intermediate,6.7,Average
2729,Cross-body shoulder stretch,"The cross-body shoulder stretch targets increased flexibility in the shoulders. It is a common inclusion in upper-body dynamic warm-ups prior to training or sports, but can also be performed anytime to ""limber up"" the upper body.",Stretching,Shoulders,Body Only,Intermediate,5.9,Average
2730,Arm circle,"The arm circle is a non-weighted exercise targeting the shoulders. It involves extending your arms to the sides and drawing small circles in the air with your hands. It is common in warm-ups for both training and athletics, and is often performed simply until someone feels a burn, rather than for a set amount of reps.",Stretching,Shoulders,Body Only,Intermediate,5.1,Average
2731,Seated Front Deltoid,,Stretching,Shoulders,Body Only,Beginner,4.5,Average
2732,Shoulder Raise,,Stretching,Shoulders,Body Only,Intermediate,4.1,Average
2735,Return Push from Stance,,Plyometrics,Shoulders,Body Only,Intermediate,0,
2738,Shadow boxing,"Shadow boxing is an exercise typically used in combat sports and fighting. However, it can also make a great cardio session for anyone to implement in a fast-paced circuit or as active rest. It is usually performed for time or rounds.",Cardio,Shoulders,Body Only,Intermediate,0,
2740,Wall sprawl,"The wall sprawl is a bodyweight exercise targeting the shoulders, although numerous other muscles are recruited to complete the exercise. From an all-fours position, you kick up onto the wall, then back down. It's a serious cardiovascular challenge that is usually performed as part of a fat-loss or athleticism-focused workout.",Plyometrics,Shoulders,Body Only,Intermediate,0,
2757,Backward Medicine Ball Throw,,Plyometrics,Shoulders,Medicine Ball,Beginner,6.8,Average
2758,Medicine ball scoop throw,"The medicine ball scoop throw is an explosive exercise targeting the abdominals and hips. It can be performed for lower reps with a focus on power or for higher reps with a focus on fat loss and conditioning. It begins in a semi-squat position holding a medicine ball, which then gets ""scooped"" up and thrown overhead in one continuous movement.",Plyometrics,Shoulders,Medicine Ball,Intermediate,3.4,Average
2759,Standing Two-Arm Overhead Throw,,Plyometrics,Shoulders,Medicine Ball,Beginner,0,Average
2763,Side Wrist Pull,,Stretching,Shoulders,None,Beginner,8.4,Average
2764,Elbow Circles,,Stretching,Shoulders,None,Beginner,5.3,Average
2767,Band overhead triceps press,"The band overhead triceps press is a dynamic arm exercise utilizing a looped exercise band. It could also be performed with an exercise band with handles. It targets the triceps muscles and can be performed for time or reps, either in traditional muscle-building rep ranges such as 12-15 reps per set, or higher rep ranges such as 30, 50, or more.",Strength,Triceps,Bands,Intermediate,0,
2774,Bench Press - Powerlifting,,Powerlifting,Triceps,Barbell,Intermediate,8.7,Average
2775,Behind-the-head skullcrusher,"The behind-the-head skullcrusher is a variation on a triceps exercise that has been a staple of bodybuilders for decades. In this version, instead of the bar coming down lightly to the forehead, the bar tracks over the top of the head without touching it. Skullcrushers are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout. If a straight bar is uncomfortable for your wrists or elbows, try using an angled EZ-bar.",Strength,Triceps,Barbell,Intermediate,8.7,Average
2783,JM Press,,Strength,Triceps,Barbell,Beginner,0,
2791,Dumbbell floor press,"The dumbbell floor press is a multijoint pressing exercise performed lying on the floor. It can be performed either with the knees bent or flat. The floor press limits the range of motion you would achieve with a regular dumbbell bench press, but still targets the chest, triceps, and anterior delts. This allows you to press more weight than in a dumbbell bench press, and perhaps put less stress on the shoulders.",Powerlifting,Triceps,Dumbbell,Intermediate,9.3,Average
2796,Single-arm dumbbell triceps extension,"The single-arm dumbbell triceps extension is a popular exercise targeting the triceps one side at a time. It targets all three heads of the triceps, but when performed with the arm overhead, it can be especially effective at building the long head of the triceps. This exercise is usually performed for moderate to high reps, at least 8-12 reps per set, as part of the upper-body or arm-focused portion of a workout.",Strength,Triceps,Dumbbell,Intermediate,8.5,Average
2798,Dumbbell skullcrusher,"The dumbbell skullcrusher is a triceps exercise that has been a staple of bodybuilders for decades. Skullcrushers are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Triceps,Dumbbell,Intermediate,8.4,Average
2799,One Arm Pronated Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.4,Average
2800,One Arm Supinated Dumbbell Triceps Extension,,Strength,Triceps,Dumbbell,Beginner,8.4,Average
2806,V-sit with overhead triceps extension,"The V-sit with overhead triceps extension is a hybrid movement that trains the abdominal and triceps muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.",Strength,Triceps,Dumbbell,Intermediate,0,
2826,Sled Overhead Triceps Extension,,Strength,Triceps,Other,Beginner,0,
2827,Body Triceps Press Using Flat Bench,The bodyweight triceps press is an arm movement that involves performing overhead presses in a face-down position on a Smith machine or other raised bar. It is a surprisingly difficult movement that hammers all three heads of the triceps and can easily be scaled upward or downward in difficulty by moving the bar.,Strength,Triceps,Other,Intermediate,0,
2828,Suspended Triceps Press,,Strength,Triceps,Other,Beginner,0,Average
2833,Cable V-bar push-down,"The cable V-bar push-down is a popular gym exercise for targeting the triceps. It utilizes an angled bar, which can allow you to move heavier weights more comfortably than a straight bar or rope. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,9.1,Average
2834,Reverse Grip Triceps Pushdown,"The reverse-grip cable straight-bar push-down is a twist on the popular cable straight-bar push-down. The difference has to do with how the hands are positioned holding the bar: the palms facing up rather than down. Because grip will be a limiting factor, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or higher.",Strength,Triceps,Cable,Intermediate,9,Average
2836,Single-arm cable triceps extension,"The single-arm cable triceps extension is a single-joint isolation exercise for building the triceps. It involves driving a handle attached to a cable stack overhead to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,8.9,Average
2837,Dip Machine,"The dip machine is a machine exercise that mimics a triceps dip, a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the triceps first, but also stretches and strengthens the chest and shoulders. Dips with a triceps focus are usually performed with an upright torso, the knees bent and crossed, and the arms close to the body. Dips can be performed for low reps for strength or higher reps for muscle growth.",Strength,Triceps,Cable,Intermediate,8.8,Average
2838,Triceps Pushdown,"The cable V-bar push-down is a popular gym exercise for targeting the triceps. It utilizes an angled bar, which can allow you to move heavier weights more comfortably than a straight bar or rope. It is usually performed for moderate to high reps, such as 8-12 reps or more per set, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,8.6,Average
2841,Low Cable Triceps Extension,,Strength,Triceps,Cable,Beginner,8.2,Average
2842,Cable overhead triceps extension,"The cable overhead triceps extension is a cable exercise performed in a seated position, targeting the triceps muscles. While it hits all three heads of the triceps, the overhead position helps to target the long head in particular. The seated position helps eliminate the use of momentum. It is usually performed for moderate to high reps as part of the arm-focused portion of a workout.",Strength,Triceps,Cable,Intermediate,8.1,Average
2843,Single-arm low cable triceps extension,"The single-arm low cable triceps extension is a single-joint isolation exercise for building the triceps. It involves driving a handle attached to a cable stack overhead to full extension. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Triceps,Cable,Intermediate,8,Average
2875,Machine Triceps Extension,The machine triceps extension is an isolation exercise targeting the tricep muscles.,Strength,Triceps,Machine,Intermediate,7.4,Average
2882,Triceps dip,"The triceps dip is a bodyweight exercise performed on parallel bars or on a pull-up and dip station. It targets the triceps first, but also stretches and strengthens the chest and shoulders. Dips with a triceps focus are usually performed with an upright torso, the knees bent and crossed, and the arms close to the body. Dips can be performed for low reps for strength or higher reps for muscle growth.",Strength,Triceps,Body Only,Intermediate,9.4,Average
